pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 210903662.01,EPIC 210903662,0,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.410271,0.000015,-0.000015,0,,,,,17.3,5.4,-5.4,0,1.54,0.48,-0.48,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6390,291,-291,0,1.51,0.37,-0.37,0,,,,,,,,,,4.17,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h00m12.27s,60.0511457,+21d26m51.13s,21.4475359,565.537,15.828,-15.003,12.261,0.057,-0.057,10.574,0.021,-0.021,12.0624,0.000242,-0.000242,7/18/2016,2016-09,7/18/2016
EPIC 210925707.01,EPIC 210925707,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.6865884,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6199,154.19,-207.75,0,2.94,0.15,-0.14,0,1.19,0.2,-0.15,0,,,,,,3.58,0.09,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h48m28.91s,57.1204621,+21d47m50.43s,21.797343,257.528,3.529,-3.437,9.427,0.004,-0.004,7.925,0.021,-0.021,9.30819,0.000655,-0.000655,12/21/2016,2016-10,12/21/2016
EPIC 210933299.01,EPIC 210933299,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.4044,0.0015,-0.0024,0,,,,,1.24,0.27,-0.58,0,0.111,0.024,-0.052,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.31,0.06,-0.1,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h46m57.08s,56.7378347,+21d54m59.99s,21.9166625,93.1123,0.6277,-0.6195,15.96,0.2,-0.2,11.398,0.023,-0.023,14.9129,0.000525,-0.000525,9/5/2019,2019-09,9/5/2019
EPIC 210935498.01,EPIC 210935498,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.1829266,0.0000013,-0.0000014,0,,,,,29,7.5,-14,0,2.6,0.67,-1.2,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.51,0.39,-0.73,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m19.95s,58.3331051,+21d57m06.00s,21.9516663,283.555,,,11.484,0.017,-0.017,9.802,0.018,-0.018,11.3123,0.000675,-0.000675,9/5/2019,2019-09,9/5/2019
EPIC 210945680.01,EPIC 210945680,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,20.600656,0.003989,-0.006457,0,,,,,2.166,0.08,-0.081,0,0.193,0.007,-0.007,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5969,20,-20,0,1.06,0.02,-0.02,0,0.99,0.08,-0.07,0,0.115,0.017,-0.017,0,[Fe/H],4.39,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h32m57.38s,53.2390995,+22d06m57.18s,22.1158827,227.124,2.692,-2.632,11.467,0.023,-0.023,9.905,0.02,-0.02,11.3102,0.000543,-0.000543,11/19/2021,2021-12,11/19/2021
EPIC 210954046.01,EPIC 210954046,1,FALSE POSITIVE,Adams et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,0.950356,0.000177,-0.000177,0,,,,,6.94,1.08,-1.08,0,0.619,0.096,-0.096,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,,6125,,,0,0.94,0.1,-0.1,0,,,,,0,,,0,[Fe/H],3,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h03m36.90s,60.9037642,+22d14m56.81s,22.2491134,1178.14,123.44,-102.64,11.384,0.069,-0.069,10.015,0.023,-0.023,11.3223,0.001063,-0.001063,6/9/2016,2016-08,6/9/2016
EPIC 210956385.01,EPIC 210956385,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,56.6205,0.0011,-0.0011,0,,,,,7.68,0.68,-0.58,0,0.685,0.061,-0.052,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.9,0.07,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m55.39s,57.4807753,+22d17m03.61s,22.2843374,488.495,7.5155,-7.5155,14.482,0.08,-0.08,12.103,0.021,-0.021,14.1934,0.000476,-0.000476,9/5/2019,2019-09,9/5/2019
EPIC 210958990.01,EPIC 210958990,1,CANDIDATE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.702301,0.000018,-0.000018,0,,,,,19.1,4.2,-4.2,0,1.7,0.37,-0.37,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6116,232,-232,0,1.28,0.28,-0.28,0,,,,,,,,,,4.24,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h11m00.98s,62.7540713,+22d19m31.04s,22.325288,447.3,13.171,-12.451,12.883,0.16,-0.16,10.709,0.021,-0.021,12.6394,0.000508,-0.000508,7/18/2016,2016-09,7/18/2016
EPIC 210961508.01,EPIC 210961508,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,0.349935,0.000042,-0.000042,0,,,,,2.18,0.25,-0.25,0,0.194,0.022,-0.022,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,,4925,,,0,0.76,0.04,-0.04,0,,,,,-0.06,,,0,[Fe/H],3.42,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m40.81s,59.920055,+22d21m57.16s,22.3658789,651.915,20.634,-20.634,13.146,0.092,-0.092,10.32,0.021,-0.021,12.7806,0.000192,-0.000192,6/9/2016,2016-08,6/9/2016
EPIC 210961508.01,EPIC 210961508,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.3499146,0.0000024,-0.0000024,0,,,,,39.4,5.8,-6.1,0,3.52,0.52,-0.54,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2.43,0.1,-0.3,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m40.81s,59.920055,+22d21m57.16s,22.3658789,651.915,20.634,-20.634,13.146,0.092,-0.092,10.32,0.021,-0.021,12.7806,0.000192,-0.000192,9/5/2019,2019-09,9/5/2019
EPIC 210965800.02,K2-178,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.27681,0.00022,-0.00023,0,,,,,2.27,0.21,-0.47,0,0.203,0.019,-0.042,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.94,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,214.753,1.838,-1.808,12.382,0.046,-0.046,10.292,0.017,-0.017,12.1562,0.00056,-0.00056,9/5/2019,2019-09,9/5/2019
EPIC 210965800.03,K2-178,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.16121,0.00099,-0.00096,0,,,,,2.62,0.24,-0.43,0,0.234,0.021,-0.038,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.94,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,214.753,1.838,-1.808,12.382,0.046,-0.046,10.292,0.017,-0.017,12.1562,0.00056,-0.00056,9/5/2019,2019-09,9/5/2019
EPIC 210965800.04,K2-178,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,21.0858,0.0012,-0.0012,0,,,,,2.95,0.25,-0.42,0,0.263,0.022,-0.037,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.94,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,214.753,1.838,-1.808,12.382,0.046,-0.046,10.292,0.017,-0.017,12.1562,0.00056,-0.00056,9/5/2019,2019-09,9/5/2019
EPIC 210965800.05,K2-178,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,30.2894,0.0032,-0.0032,0,,,,,2.33,0.23,-0.42,0,0.208,0.021,-0.037,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.94,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,214.753,1.838,-1.808,12.382,0.046,-0.046,10.292,0.017,-0.017,12.1562,0.00056,-0.00056,9/5/2019,2019-09,9/5/2019
EPIC 210965800.06,K2-178,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.82876,0.00015,-0.00015,0,,,,,1.46,0.2,-1.23,0,0.13,0.02,-0.11,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.94,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,214.753,1.838,-1.808,12.382,0.046,-0.046,10.292,0.017,-0.017,12.1562,0.00056,-0.00056,9/5/2019,2019-09,9/5/2019
EPIC 211002562.01,EPIC 211002562,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.347872,0.00001,-0.00001,0,,,,,28.1,5.8,-2.4,0,2.51,0.52,-0.21,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2.2,0.46,-0.18,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h28m51.38s,52.2140799,+23d00m55.88s,23.0155211,674.495,24.819,-23.148,12.785,0.069,-0.069,10.795,0.018,-0.018,12.543,0.000389,-0.000389,9/5/2019,2019-09,9/5/2019
EPIC 211009047.01,EPIC 211009047,1,CANDIDATE,Barros et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,1.31982263,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6196.8,106.5,-110.59,0,2.91,0.12,-0.22,0,1.19,0.21,-0.13,0,0.14,0.007,-0.007,0,[M/H],3.59,0.11,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h04m21.47s,61.0894452,+23d07m04.06s,23.1177955,607.099,22.551,-21.018,11.47,0.025,-0.025,9.72,0.018,-0.018,11.2675,0.001082,-0.001082,12/21/2016,2016-10,12/21/2016
EPIC 211058748.01,EPIC 211058748,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.32257,0.00016,-0.00016,0,,,,,2.53,0.25,-0.39,0,0.226,0.022,-0.035,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.11,0.08,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m31.89s,59.1328735,+23d54m41.26s,23.91146,271.74,,,13.513,0.16,-0.16,11.007,0.02,-0.02,13.1862,0.000233,-0.000233,9/5/2019,2019-09,9/5/2019
EPIC 211064647.01,EPIC 211064647,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,,,,44,13,-17,0,3.9,1.2,-1.5,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.6,0.12,-0.12,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m28.03s,63.3668036,+24d00m10.98s,24.0030491,1065.45,48.005,-48.005,15.066,0.126,-0.126,12.566,0.023,-0.023,14.734,0.000285,-0.000285,9/5/2019,2019-09,9/5/2019
EPIC 211082420.01,HIP 17704,1,FALSE POSITIVE,Rizzuto et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,2.4616,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,9962,346.88,-550.13,0,2.32,0.08,-0.06,0,2.55,0.55,-0.19,0,,,,,,4.11,0.05,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h47m29.47s,56.8728112,+24d17m17.29s,24.2881368,139.024,1.822,-1.777,6.809,0.01,-0.01,6.607,0.024,-0.024,6.79845,0.000576,-0.000576,12/14/2017,2017-12,12/14/2017
EPIC 211087003.01,EPIC 211087003,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,,,,8.7,1.6,-1.3,0,0.78,0.14,-0.12,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.96,0.18,-0.14,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h57m19.52s,59.3313141,+24d21m32.71s,24.3590848,251.117,4.087,-3.96,11.61,0.019,-0.019,10.227,0.02,-0.02,11.6496,0.000494,-0.000494,9/5/2019,2019-09,9/5/2019
EPIC 211087003.02,EPIC 211087003,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,28.29213,0.00126,-0.001,0,,,,,3.55,0.66,-0.56,0,0.317,0.059,-0.05,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.96,0.18,-0.14,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h57m19.52s,59.3313141,+24d21m32.71s,24.3590848,251.117,4.087,-3.96,11.61,0.019,-0.019,10.227,0.02,-0.02,11.6496,0.000494,-0.000494,9/5/2019,2019-09,9/5/2019
EPIC 211093684.01,EPIC 211093684,1,FALSE POSITIVE,Rizzuto et al. 2017,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,7.0502,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4947.69,167.92,-123.03,0,0.71,0.05,-0.06,0,0.81,0.1,-0.09,0,0.051,0.013,-0.013,0,[M/H],4.65,0.09,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m42.30s,57.4262424,+24d27m46.10s,24.4628062,133.002,0.713,-0.704,12.172,0.057,-0.057,9.783,0.017,-0.017,11.9077,0.000978,-0.000978,12/14/2017,2017-12,12/14/2017
EPIC 211106187.01,EPIC 211106187,1,CANDIDATE,Mayo et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,14.643071,0.001302,-0.001431,0,,,,,66.05,43.415,-14.824,0,5.89,3.87,-1.32,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4883,98,-98,0,13.18,4.64,-2.66,0,,,,,-1.1,0.092,-0.092,0,[Fe/H],2.27,0.16,-0.16,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h56m19.01s,59.0792238,+24d39m38.95s,24.6608202,2830.27,290.105,-290.105,13.378,0.103,-0.103,11.023,0.018,-0.018,13.1255,0.000243,-0.000243,2/15/2018,2018-03,2/15/2018
EPIC 211107835.01,EPIC 211107835,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.8652,0.0025,-0.0025,0,,,,,1.57,0.22,-0.31,0,0.14,0.02,-0.028,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.64,0.07,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h43m21.30s,55.8387397,+24d41m15.15s,24.6875409,163.019,0.815,-0.808,13.425,0.103,-0.103,10.589,0.02,-0.02,13.0781,0.00045,-0.00045,9/5/2019,2019-09,9/5/2019
EPIC 211133138.01,EPIC 211133138,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.434876,0.000047,-0.000057,0,,,,,32,17,-16,0,2.9,1.5,-1.4,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.74,0.77,-0.54,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h01m43.96s,60.433173,+25d07m23.58s,25.123216,,,,13.081,0.08,-0.08,10.556,0.021,-0.021,12.7885,0.000506,-0.000506,9/5/2019,2019-09,9/5/2019
